new_visit_code,CodeType,cover
PHA-2T2-01.post0-1,Graminoid,3.9
PHA-2T2-01.post0-1,Shrub,1.775
PHA-2T2-01.post0-1,Tree,0.05
PHA-2T2-01.post04-5,Forb,1.3062500000000001
PHA-2T2-01.post04-5,Graminoid,2.25625
PHA-2T2-01.post04-5,Shrub,1.04375
PHA-2T2-01.post04-5,Tree,0.1625
PHA-2T2-02.01_Pre,Forb,0.8625
PHA-2T2-02.01_Pre,Graminoid,3.025
PHA-2T2-02.01_Pre,Shrub,3.3875
PHA-2T2-02.01_Pre,Tree,1.6375
PHA-2T2-02.post0-1,Forb,0.6375000000000001
PHA-2T2-02.post0-1,Graminoid,2.2875
PHA-2T2-02.post0-1,Shrub,3.2625
PHA-2T2-02.post0-1,Tree,0.037500000000000006
PHA-2T2-02.post04-5,Forb,1.31875
PHA-2T2-02.post04-5,Graminoid,2.9875000000000003
PHA-2T2-02.post04-5,Shrub,3.90625
PHA-2T2-02.post04-5,Tree,0.1625
PHA-2T2-03.01_Pre,Forb,0.4625
PHA-2T2-03.01_Pre,Graminoid,2.25
PHA-2T2-03.01_Pre,Shrub,0.375
PHA-2T2-03.01_Pre,Tree,0.9
PHA-2T2-03.post0-1,Forb,0.675
PHA-2T2-03.post0-1,Graminoid,2.025
PHA-2T2-03.post0-1,Shrub,0.037500000000000006
PHA-2T2-03.post0-1,Tree,0.037500000000000006
PHA-2T2-03.post0-1,UNK,0.0125
PHA-2T2-03.post04-5,Forb,0.61875
PHA-2T2-03.post04-5,Graminoid,1.7437500000000001
PHA-2T2-03.post04-5,Shrub,0.025
PHA-2T2-03.post04-5,Tree,0.10625000000000001
PHA-2T2-04.01_Pre,Forb,1.8
PHA-2T2-04.01_Pre,Graminoid,5.025
PHA-2T2-04.01_Pre,Shrub,1.025
PHA-2T2-04.01_Pre,Tree,3.5
PHA-2T2-04.post0-1,Forb,0.9500000000000001
PHA-2T2-04.post0-1,Graminoid,3.875
PHA-2T2-04.post0-1,Shrub,0.8
PHA-2T2-04.post0-1,Tree,0.1625
PHA-2T2-04.post0-1,UNK,0.025
PHA-2T2-04.post04-5,Forb,1.7437500000000001
PHA-2T2-04.post04-5,Graminoid,4.75
PHA-2T2-04.post04-5,Shrub,0.46875
PHA-2T2-04.post04-5,Tree,1.0374999999999999
PHA-2T2-05.01_Pre,Forb,0.3625
PHA-2T2-05.01_Pre,Graminoid,3.4
PHA-2T2-05.01_Pre,Shrub,6
PHA-2T2-05.01_Pre,Tree,2.8875
PHA-2T2-05.post0-1,Forb,0.2625
PHA-2T2-05.post0-1,Graminoid,1.1625
PHA-2T2-05.post0-1,Shrub,3.5125
PHA-2T2-05.post0-1,Tree,0.6625
PHA-2T2-05.post04-5,Forb,0.4
PHA-2T2-05.post04-5,Graminoid,2.675
PHA-2T2-05.post04-5,Shrub,4.625
PHA-2T2-05.post04-5,Tree,0.79375
PHA-2T2-06.01_Pre,Forb,1.4875
PHA-2T2-06.01_Pre,Graminoid,2.0125
PHA-2T2-06.01_Pre,Shrub,5.1375
PHA-2T2-06.01_Pre,Tree,0.8875
PHA-2T2-06.post0-1,Forb,0.7875
PHA-2T2-06.post0-1,Graminoid,0.975
PHA-2T2-06.post0-1,Shrub,3.3875
PHA-2T2-06.post0-1,Tree,1.025
PHA-2T2-06.post04-5,Forb,1.8625
PHA-2T2-06.post04-5,Graminoid,2.4375
PHA-2T2-06.post04-5,Shrub,4.5125
PHA-2T2-06.post04-5,Tree,0.9125
PHA-2T3-01.01_Pre,Forb,1.6375
PHA-2T3-01.01_Pre,Graminoid,2.2625
PHA-2T3-01.01_Pre,Shrub,3.7625
PHA-2T3-01.01_Pre,Tree,4.4
PHA-2T3-01.post0-1,Forb,0.6875
PHA-2T3-01.post0-1,Graminoid,1.1625
PHA-2T3-01.post0-1,Shrub,7.5125
PHA-2T3-01.post0-1,Tree,0.775
PHA-2T3-01.post0-1,UNK,0.0125
PHA-2T3-01.post04-5,Forb,0.7125
PHA-2T3-01.post04-5,Graminoid,1.425
PHA-2T3-01.post04-5,Shrub,6.231249999999999
PHA-2T3-01.post04-5,Tree,0.9624999999999999
PHA-2T3-02.01_Pre,Forb,1.15
PHA-2T3-02.01_Pre,Graminoid,2.7625
PHA-2T3-02.01_Pre,Shrub,11.0125
PHA-2T3-02.01_Pre,Tree,1.2625
PHA-2T3-02.post0-1,Forb,1.1375
PHA-2T3-02.post0-1,Graminoid,3.025
PHA-2T3-02.post0-1,Shrub,2.4
PHA-2T3-02.post0-1,Tree,0.525
PHA-2T3-02.post0-1,UNK,0.0125
PHA-2T3-02.post04-5,Forb,2.20625
PHA-2T3-02.post04-5,Graminoid,3.6187500000000004
PHA-2T3-02.post04-5,Shrub,2.85625
PHA-2T3-02.post04-5,Tree,1.5625
PHA-2T3-03.01_Pre,Forb,1.525
PHA-2T3-03.01_Pre,Graminoid,1.525
PHA-2T3-03.01_Pre,Shrub,2.125
PHA-2T3-03.01_Pre,Tree,1.2625
PHA-2T3-03.post0-1,Forb,0.7875
PHA-2T3-03.post0-1,Graminoid,1.775
PHA-2T3-03.post0-1,Shrub,0.875
PHA-2T3-03.post0-1,Tree,0.1375
PHA-2T3-03.post0-1,UNK,0.125
PHA-2T3-03.post04-5,Forb,2.15625
PHA-2T3-03.post04-5,Graminoid,3.5812500000000003
PHA-2T3-03.post04-5,Shrub,1.9124999999999999
PHA-2T3-03.post04-5,Tree,0.275
PHA-2T3-04.01_Pre,Forb,0.225
PHA-2T3-04.01_Pre,Graminoid,1.5
PHA-2T3-04.01_Pre,Shrub,3.6375
PHA-2T3-04.01_Pre,Tree,1.9
PHA-2T3-04.post04-5,Forb,0.4375
PHA-2T3-04.post04-5,Graminoid,2.6875
PHA-2T3-04.post04-5,Shrub,0.28750000000000003
PHA-2T3-04.post04-5,Tree,1.8562500000000002
PHA-2T3-05.01_Pre,Forb,0.95
PHA-2T3-05.01_Pre,Graminoid,2.0125
PHA-2T3-05.01_Pre,Shrub,5.6375
PHA-2T3-05.01_Pre,Tree,0.775
PHA-2T3-05.post0-1,Forb,1.6375
PHA-2T3-05.post0-1,Graminoid,2.625
PHA-2T3-05.post0-1,Shrub,1.125
PHA-2T3-05.post04-5,Forb,1.4937500000000001
PHA-2T3-05.post04-5,Graminoid,6.26875
PHA-2T3-05.post04-5,Shrub,1.8125
PHA-2T3-05.post04-5,Tree,0.9249999999999999
PHA-2T3-06.01_Pre,Forb,0.8375
PHA-2T3-06.01_Pre,Graminoid,2.625
PHA-2T3-06.01_Pre,Shrub,6.0125
PHA-2T3-06.01_Pre,Tree,0.1625
PHA-2T3-06.post0-1,Forb,0.42500000000000004
PHA-2T3-06.post0-1,Graminoid,4.4125
PHA-2T3-06.post0-1,Shrub,1.5125
PHA-2T3-06.post0-1,Tree,0.7625
PHA-2T3-06.post0-1,UNK,0.0125
PHA-2T3-06.post04-5,Forb,1.85
PHA-2T3-06.post04-5,Graminoid,2.08125
PHA-2T3-06.post04-5,Shrub,4.0875
PHA-2T3-06.post04-5,Tree,0.60625
ESV-13-C-01.01_Pre,1/10/100 hr fuel,11.75
ESV-13-C-01.01_Pre,litter/duff,95.75
ESV-13-C-01.01_Pre,moss/lichen,1.25
ESV-13-C-01.01_Pre,rock,1
ESV-13-C-01.post0-1,1/10/100 hr fuel,5
ESV-13-C-01.post0-1,litter/duff,89
ESV-13-C-01.post0-1,rock,0.75
ESV-13-C-01.post04-5,1/10/100 hr fuel,8.75
ESV-13-C-01.post04-5,litter/duff,92.75
ESV-13-C-01.post04-5,moss/lichen,1
ESV-13-C-01.post10-11,1/10/100 hr fuel,8.75
ESV-13-C-01.post10-11,litter/duff,95.25
ESV-13-C-01.post10-11,moss/lichen,0.75
ESV-13-C-01.post10-11,rock,0.5
ESV-13-C-02.01_Pre,1/10/100 hr fuel,6.25
ESV-13-C-02.01_Pre,1000 hour fuel,3
ESV-13-C-02.01_Pre,litter/duff,82
ESV-13-C-02.01_Pre,rock,12.25
ESV-13-C-02.01_Pre,soil/gravel,7.25
ESV-13-C-02.post0-1,1/10/100 hr fuel,4
ESV-13-C-02.post0-1,1000 hour fuel,1.5
ESV-13-C-02.post0-1,litter/duff,71.25
ESV-13-C-02.post0-1,rock,10
ESV-13-C-02.post0-1,soil/gravel,8
ESV-13-C-02.post04-5,1/10/100 hr fuel,7.75
ESV-13-C-02.post04-5,1000 hour fuel,3.25
ESV-13-C-02.post04-5,litter/duff,66.75
ESV-13-C-02.post04-5,moss/lichen,0.25
ESV-13-C-02.post04-5,rock,14.25
ESV-13-C-02.post04-5,soil/gravel,4.75
ESV-13-C-02.post10-11,1/10/100 hr fuel,4.25
ESV-13-C-02.post10-11,coarse fuel in air,1
ESV-13-C-02.post10-11,1000 hour fuel,1.75
ESV-13-C-02.post10-11,litter/duff,74.75
ESV-13-C-02.post10-11,rock,12.75
ESV-13-C-02.post10-11,soil/gravel,8.75
ESV-13-C-02.post10-11,woody basal,0.75
ESV-13-C-03.01_Pre,1/10/100 hr fuel,5.75
ESV-13-C-03.01_Pre,1000 hour fuel,1.5
ESV-13-C-03.01_Pre,litter/duff,69.75
ESV-13-C-03.01_Pre,rock,33.75
ESV-13-C-03.01_Pre,soil/gravel,0.25
ESV-13-C-03.post0-1,1/10/100 hr fuel,4.25
ESV-13-C-03.post0-1,1000 hour fuel,1.25
ESV-13-C-03.post0-1,litter/duff,73.5
ESV-13-C-03.post0-1,rock,30.5
ESV-13-C-03.post0-1,soil/gravel,0.25
ESV-13-C-03.post0-1,woody basal,0.25
ESV-13-C-03.post04-5,1/10/100 hr fuel,12.75
ESV-13-C-03.post04-5,1000 hour fuel,1
ESV-13-C-03.post04-5,litter/duff,59
ESV-13-C-03.post04-5,rock,30.25
ESV-13-C-03.post04-5,woody basal,0.25
ESV-13-C-03.post10-11,1/10/100 hr fuel,2.75
ESV-13-C-03.post10-11,coarse fuel in air,1
ESV-13-C-03.post10-11,litter/duff,70
ESV-13-C-03.post10-11,moss/lichen,4.75
ESV-13-C-03.post10-11,rock,23
ESV-13-C-03.post10-11,woody basal,2
ESV-13-T-83-02.01_Pre,1/10/100 hr fuel,9.75
ESV-13-T-83-02.01_Pre,1000 hour fuel,2
ESV-13-T-83-02.01_Pre,litter/duff,73.75
ESV-13-T-83-02.01_Pre,rock,32.75
ESV-13-T-83-02.01_Pre,soil/gravel,1
ESV-13-T-83-02.post0-1,1/10/100 hr fuel,10.25
ESV-13-T-83-02.post0-1,1000 hour fuel,2
ESV-13-T-83-02.post0-1,litter/duff,82.5
ESV-13-T-83-02.post0-1,rock,16.25
ESV-13-T-83-02.post0-1,soil/gravel,0.75
ESV-13-T-83-02.post0-1,woody basal,0.25
ESV-13-T-83-02.post04-5,1/10/100 hr fuel,18.25
ESV-13-T-83-02.post04-5,1000 hour fuel,3
ESV-13-T-83-02.post04-5,litter/duff,68
ESV-13-T-83-02.post04-5,rock,18.5
ESV-13-T-83-02.post04-5,woody basal,0.25
ESV-13-T-83-02.post10-11,1/10/100 hr fuel,17.5
ESV-13-T-83-02.post10-11,1000 hour fuel,3.25
ESV-13-T-83-02.post10-11,litter/duff,73
ESV-13-T-83-02.post10-11,rock,18.25
ESV-13-T-83-02.post10-11,soil/gravel,0.25
ESV-13-T-83-03.01_Pre,1/10/100 hr fuel,6
ESV-13-T-83-03.01_Pre,1000 hour fuel,1.25
ESV-13-T-83-03.01_Pre,litter/duff,71
ESV-13-T-83-03.01_Pre,rock,22.25
ESV-13-T-83-03.01_Pre,soil/gravel,5.25
ESV-13-T-83-03.post0-1,1/10/100 hr fuel,9.5
ESV-13-T-83-03.post0-1,1000 hour fuel,1.25
ESV-13-T-83-03.post0-1,litter/duff,80.25
ESV-13-T-83-03.post0-1,rock,23.75
ESV-13-T-83-03.post0-1,soil/gravel,2.25
ESV-13-T-83-03.post04-5,1/10/100 hr fuel,10.75
ESV-13-T-83-03.post04-5,1000 hour fuel,1
ESV-13-T-83-03.post04-5,litter/duff,65.25
ESV-13-T-83-03.post04-5,rock,26
ESV-13-T-83-03.post10-11,1/10/100 hr fuel,7.5
ESV-13-T-83-03.post10-11,1000 hour fuel,0.5
ESV-13-T-83-03.post10-11,litter/duff,77.5
ESV-13-T-83-03.post10-11,moss/lichen,0.5
ESV-13-T-83-03.post10-11,rock,15.75
ESV-13-T-83-03.post10-11,soil/gravel,2.5
ESV-13-T-83-04.01_Pre,1/10/100 hr fuel,3.25
ESV-13-T-83-04.01_Pre,1000 hour fuel,0.5
ESV-13-T-83-04.01_Pre,litter/duff,98
ESV-13-T-83-04.01_Pre,rock,0.25
ESV-13-T-83-04.post0-1,1/10/100 hr fuel,12.25
ESV-13-T-83-04.post0-1,1000 hour fuel,3.75
ESV-13-T-83-04.post0-1,litter/duff,102.75
ESV-13-T-83-04.post0-1,rock,0.25
ESV-13-T-83-04.post0-1,woody basal,1
ESV-13-T-83-04.post04-5,1/10/100 hr fuel,8.75
ESV-13-T-83-04.post04-5,1000 hour fuel,2.5
ESV-13-T-83-04.post04-5,litter/duff,91.5
ESV-13-T-83-04.post04-5,rock,0.25
ESV-13-T-83-04.post10-11,1/10/100 hr fuel,7
ESV-13-T-83-04.post10-11,1000 hour fuel,1.5
ESV-13-T-83-04.post10-11,litter/duff,90
ESV-13-T-83-04.post10-11,rock,0.25
ESV-13-T-83-04.post10-11,woody basal,1.5
ESV-28-C-01.01_Pre,1/10/100 hr fuel,6
ESV-28-C-01.01_Pre,1000 hour fuel,1.5
ESV-28-C-01.01_Pre,litter/duff,77.25
ESV-28-C-01.01_Pre,moss/lichen,3
ESV-28-C-01.01_Pre,rock,24
ESV-28-C-01.post0-1,1/10/100 hr fuel,4
ESV-28-C-01.post0-1,1000 hour fuel,1.75
ESV-28-C-01.post0-1,litter/duff,73.75
ESV-28-C-01.post0-1,moss/lichen,1.25
ESV-28-C-01.post0-1,rock,26
ESV-28-C-01.post0-1,soil/gravel,1
ESV-28-C-01.post04-5,1/10/100 hr fuel,2
ESV-28-C-01.post04-5,1000 hour fuel,2.25
ESV-28-C-01.post04-5,litter/duff,74
ESV-28-C-01.post04-5,rock,19.75
ESV-28-C-01.post04-5,soil/gravel,2.25
ESV-28-C-01.post10-11,1/10/100 hr fuel,5.75
ESV-28-C-01.post10-11,1000 hour fuel,1.75
ESV-28-C-01.post10-11,litter/duff,74
ESV-28-C-01.post10-11,moss/lichen,0.5
ESV-28-C-01.post10-11,rock,20
ESV-28-C-01.post10-11,soil/gravel,0.75
ESV-28-C-01.post10-11,woody basal,0.25
ESV-28-C-02.01_Pre,1/10/100 hr fuel,14
ESV-28-C-02.01_Pre,1000 hour fuel,4.5
ESV-28-C-02.01_Pre,litter/duff,82.75
ESV-28-C-02.01_Pre,rock,27.75
ESV-28-C-02.01_Pre,soil/gravel,1
ESV-28-C-02.post0-1,1/10/100 hr fuel,6.25
ESV-28-C-02.post0-1,1000 hour fuel,2.75
ESV-28-C-02.post0-1,litter/duff,71
ESV-28-C-02.post0-1,rock,16.75
ESV-28-C-02.post0-1,soil/gravel,2
ESV-28-C-02.post0-1,woody basal,1.25
ESV-28-C-02.post04-5,1/10/100 hr fuel,3
ESV-28-C-02.post04-5,1000 hour fuel,2
ESV-28-C-02.post04-5,litter/duff,77
ESV-28-C-02.post04-5,rock,20.5
ESV-28-C-02.post10-11,1/10/100 hr fuel,3.75
ESV-28-C-02.post10-11,1000 hour fuel,1.5
ESV-28-C-02.post10-11,litter/duff,74.75
ESV-28-C-02.post10-11,rock,20.25
ESV-28-C-02.post10-11,soil/gravel,0.75
ESV-28-C-02.post10-11,woody basal,1.25
ESV-28-C-03.01_Pre,1/10/100 hr fuel,13
ESV-28-C-03.01_Pre,1000 hour fuel,3.5
ESV-28-C-03.01_Pre,litter/duff,91.75
ESV-28-C-03.01_Pre,rock,9
ESV-28-C-03.post0-1,1/10/100 hr fuel,7.5
ESV-28-C-03.post0-1,1000 hour fuel,2.5
ESV-28-C-03.post0-1,litter/duff,82.5
ESV-28-C-03.post0-1,moss/lichen,0.25
ESV-28-C-03.post0-1,rock,7.75
ESV-28-C-03.post04-5,1/10/100 hr fuel,5.5
ESV-28-C-03.post04-5,1000 hour fuel,2
ESV-28-C-03.post04-5,litter/duff,89
ESV-28-C-03.post04-5,moss/lichen,0.25
ESV-28-C-03.post04-5,rock,5.5
ESV-28-C-03.post04-5,soil/gravel,0.75
ESV-28-C-03.post10-11,1/10/100 hr fuel,5
ESV-28-C-03.post10-11,coarse fuel in air,0.5
ESV-28-C-03.post10-11,1000 hour fuel,3
ESV-28-C-03.post10-11,litter/duff,89.5
ESV-28-C-03.post10-11,moss/lichen,0.5
ESV-28-C-03.post10-11,rock,4.5
ESV-28-C-05.01_Pre,1/10/100 hr fuel,23.25
ESV-28-C-05.01_Pre,1000 hour fuel,0.25
ESV-28-C-05.01_Pre,litter/duff,84.75
ESV-28-C-05.01_Pre,moss/lichen,2.25
ESV-28-C-05.01_Pre,rock,13.5
ESV-28-C-05.post0-1,1/10/100 hr fuel,7.25
ESV-28-C-05.post0-1,1000 hour fuel,0.75
ESV-28-C-05.post0-1,litter/duff,85
ESV-28-C-05.post0-1,moss/lichen,1.5
ESV-28-C-05.post0-1,rock,9.25
ESV-28-C-05.post0-1,soil/gravel,0.25
ESV-28-C-05.post04-5,1/10/100 hr fuel,12.75
ESV-28-C-05.post04-5,1000 hour fuel,0.25
ESV-28-C-05.post04-5,litter/duff,76
ESV-28-C-05.post04-5,moss/lichen,2.25
ESV-28-C-05.post04-5,rock,9.5
ESV-28-C-05.post04-5,soil/gravel,0.5
ESV-28-C-05.post10-11,1/10/100 hr fuel,7.75
ESV-28-C-05.post10-11,1000 hour fuel,0.5
ESV-28-C-05.post10-11,litter/duff,80.5
ESV-28-C-05.post10-11,moss/lichen,1.25
ESV-28-C-05.post10-11,rock,9.25
ESV-28-C-05.post10-11,woody basal,1.5
ESV-28-T-461-02.01_Pre,1/10/100 hr fuel,7.25
ESV-28-T-461-02.01_Pre,litter/duff,95.75
ESV-28-T-461-02.01_Pre,moss/lichen,2.5
ESV-28-T-461-02.01_Pre,rock,5.25
ESV-28-T-461-02.01_Pre,soil/gravel,2.25
ESV-28-T-461-02.post0-1,1/10/100 hr fuel,8.75
ESV-28-T-461-02.post0-1,litter/duff,86.75
ESV-28-T-461-02.post0-1,moss/lichen,1.75
ESV-28-T-461-02.post0-1,rock,6.25
ESV-28-T-461-02.post0-1,soil/gravel,3.25
ESV-28-T-461-02.post0-1,woody basal,0.5
ESV-28-T-461-02.post04-5,1/10/100 hr fuel,8
ESV-28-T-461-02.post04-5,1000 hour fuel,0.5
ESV-28-T-461-02.post04-5,litter/duff,78.5
ESV-28-T-461-02.post04-5,moss/lichen,1
ESV-28-T-461-02.post04-5,rock,8
ESV-28-T-461-02.post04-5,soil/gravel,4.75
ESV-28-T-461-02.post04-5,woody basal,0.75
ESV-28-T-461-02.post10-11,1/10/100 hr fuel,8
ESV-28-T-461-02.post10-11,1000 hour fuel,0.75
ESV-28-T-461-02.post10-11,litter/duff,86.25
ESV-28-T-461-02.post10-11,moss/lichen,0.5
ESV-28-T-461-02.post10-11,rock,8
ESV-28-T-461-02.post10-11,soil/gravel,4.25
ESV-28-T-462-05.01_Pre,1/10/100 hr fuel,8.75
ESV-28-T-462-05.01_Pre,1000 hour fuel,3
ESV-28-T-462-05.01_Pre,litter/duff,69.5
ESV-28-T-462-05.01_Pre,moss/lichen,7.25
ESV-28-T-462-05.01_Pre,rock,26
ESV-28-T-462-05.01_Pre,soil/gravel,5
ESV-28-T-462-05.post0-1,1/10/100 hr fuel,10.25
ESV-28-T-462-05.post0-1,1000 hour fuel,2.25
ESV-28-T-462-05.post0-1,litter/duff,70.25
ESV-28-T-462-05.post0-1,moss/lichen,9.25
ESV-28-T-462-05.post0-1,rock,19
ESV-28-T-462-05.post0-1,soil/gravel,2.25
ESV-28-T-462-05.post04-5,1/10/100 hr fuel,12.25
ESV-28-T-462-05.post04-5,1000 hour fuel,0.5
ESV-28-T-462-05.post04-5,litter/duff,45.5
ESV-28-T-462-05.post04-5,moss/lichen,7
ESV-28-T-462-05.post04-5,rock,23.75
ESV-28-T-462-05.post04-5,soil/gravel,14
ESV-28-T-462-05.post10-11,1/10/100 hr fuel,7
ESV-28-T-462-05.post10-11,1000 hour fuel,1
ESV-28-T-462-05.post10-11,litter/duff,37.75
ESV-28-T-462-05.post10-11,moss/lichen,19.25
ESV-28-T-462-05.post10-11,rock,16
ESV-28-T-462-05.post10-11,soil/gravel,23.25
ESV-28-T-462-05.post10-11,woody basal,0.5
ESV-28-T-464-02.01_Pre,1/10/100 hr fuel,8
ESV-28-T-464-02.01_Pre,1000 hour fuel,2.25
ESV-28-T-464-02.01_Pre,litter/duff,78.25
ESV-28-T-464-02.01_Pre,moss/lichen,5.25
ESV-28-T-464-02.01_Pre,rock,13.75
ESV-28-T-464-02.01_Pre,soil/gravel,6
ESV-28-T-464-02.post0-1,1/10/100 hr fuel,9.5
ESV-28-T-464-02.post0-1,1000 hour fuel,1.25
ESV-28-T-464-02.post0-1,litter/duff,75.25
ESV-28-T-464-02.post0-1,moss/lichen,1.5
ESV-28-T-464-02.post0-1,rock,16.5
ESV-28-T-464-02.post0-1,soil/gravel,6
ESV-28-T-464-02.post04-5,1/10/100 hr fuel,12.75
ESV-28-T-464-02.post04-5,1000 hour fuel,2.5
ESV-28-T-464-02.post04-5,litter/duff,59.5
ESV-28-T-464-02.post04-5,moss/lichen,2.5
ESV-28-T-464-02.post04-5,rock,17.25
ESV-28-T-464-02.post04-5,soil/gravel,7.5
ESV-28-T-464-02.post10-11,1/10/100 hr fuel,9.5
ESV-28-T-464-02.post10-11,coarse fuel in air,1.5
ESV-28-T-464-02.post10-11,1000 hour fuel,0.75
ESV-28-T-464-02.post10-11,litter/duff,63.5
ESV-28-T-464-02.post10-11,moss/lichen,11
ESV-28-T-464-02.post10-11,rock,13.5
ESV-28-T-464-02.post10-11,soil/gravel,6.5
ESV-28-T-464-02.post10-11,woody basal,0.25
ESV-28-T-465-04.01_Pre,1/10/100 hr fuel,14.5
ESV-28-T-465-04.01_Pre,1000 hour fuel,1.25
ESV-28-T-465-04.01_Pre,litter/duff,96
ESV-28-T-465-04.01_Pre,rock,10.25
ESV-28-T-465-04.01_Pre,soil/gravel,1.25
ESV-28-T-465-04.post0-1,1/10/100 hr fuel,3.25
ESV-28-T-465-04.post0-1,1000 hour fuel,0.5
ESV-28-T-465-04.post0-1,litter/duff,85.75
ESV-28-T-465-04.post0-1,moss/lichen,0.25
ESV-28-T-465-04.post0-1,rock,9
ESV-28-T-465-04.post0-1,soil/gravel,0.25
ESV-28-T-465-04.post04-5,1/10/100 hr fuel,2
ESV-28-T-465-04.post04-5,litter/duff,91.25
ESV-28-T-465-04.post04-5,rock,8.75
ESV-28-T-465-04.post04-5,soil/gravel,0.75
ESV-28-T-465-04.post10-11,1/10/100 hr fuel,0.25
ESV-28-T-465-04.post10-11,litter/duff,91
ESV-28-T-465-04.post10-11,rock,8.5
ESV-28-T-465-04.post10-11,soil/gravel,0.25
ESV-28-T-467-01.01_Pre,1/10/100 hr fuel,7.5
ESV-28-T-467-01.01_Pre,1000 hour fuel,4.75
ESV-28-T-467-01.01_Pre,litter/duff,94.5
ESV-28-T-467-01.01_Pre,moss/lichen,1
ESV-28-T-467-01.01_Pre,rock,0.25
ESV-28-T-467-01.01_Pre,soil/gravel,1.25
ESV-28-T-467-01.post0-1,1/10/100 hr fuel,14
ESV-28-T-467-01.post0-1,1000 hour fuel,1.25
ESV-28-T-467-01.post0-1,litter/duff,90
ESV-28-T-467-01.post0-1,moss/lichen,0.75
ESV-28-T-467-01.post0-1,soil/gravel,1.75
ESV-28-T-467-01.post04-5,1/10/100 hr fuel,8
ESV-28-T-467-01.post04-5,1000 hour fuel,0.25
ESV-28-T-467-01.post04-5,litter/duff,95.75
ESV-28-T-467-01.post04-5,soil/gravel,2.75
ESV-28-T-467-01.post10-11,1/10/100 hr fuel,10.5
ESV-28-T-467-01.post10-11,1000 hour fuel,0.5
ESV-28-T-467-01.post10-11,litter/duff,86.75
ESV-28-T-467-01.post10-11,rock,1.5
ESV-28-T-467-01.post10-11,soil/gravel,4
ESV-28-T-467-01.post10-11,woody basal,2.25
ESV-34-C-01.01_Pre,1/10/100 hr fuel,8.5
ESV-34-C-01.01_Pre,litter/duff,87.75
ESV-34-C-01.01_Pre,moss/lichen,2.25
ESV-34-C-01.01_Pre,rock,3.5
ESV-34-C-01.01_Pre,soil/gravel,1.25
ESV-34-C-01.01_Pre,woody basal,1
ESV-34-C-01.post0-1,1/10/100 hr fuel,9.25
ESV-34-C-01.post0-1,litter/duff,90.5
ESV-34-C-01.post0-1,moss/lichen,2.75
ESV-34-C-01.post0-1,rock,3
ESV-34-C-01.post0-1,soil/gravel,1
ESV-34-C-01.post0-1,woody basal,0.25
ESV-34-C-01.post04-5,1/10/100 hr fuel,10.25
ESV-34-C-01.post04-5,litter/duff,85.75
ESV-34-C-01.post04-5,moss/lichen,0.75
ESV-34-C-01.post04-5,rock,4.25
ESV-34-C-01.post04-5,soil/gravel,2
ESV-34-C-01.post10-11,1/10/100 hr fuel,9.5
ESV-34-C-01.post10-11,litter/duff,91.75
ESV-34-C-01.post10-11,moss/lichen,0.5
ESV-34-C-01.post10-11,rock,1.75
ESV-34-C-01.post10-11,woody basal,0.5
ESV-34-C-02.01_Pre,1/10/100 hr fuel,30.75
ESV-34-C-02.01_Pre,1000 hour fuel,3.75
ESV-34-C-02.01_Pre,litter/duff,95.75
ESV-34-C-02.01_Pre,rock,15.25
ESV-34-C-02.post0-1,1/10/100 hr fuel,8.5
ESV-34-C-02.post0-1,1000 hour fuel,1
ESV-34-C-02.post0-1,litter/duff,83.75
ESV-34-C-02.post0-1,rock,14.75
ESV-34-C-02.post04-5,1/10/100 hr fuel,7.25
ESV-34-C-02.post04-5,litter/duff,80.75
ESV-34-C-02.post04-5,moss/lichen,0.25
ESV-34-C-02.post04-5,rock,16.5
ESV-34-C-02.post04-5,soil/gravel,0.75
ESV-34-C-02.post10-11,1/10/100 hr fuel,8.25
ESV-34-C-02.post10-11,1000 hour fuel,0.5
ESV-34-C-02.post10-11,litter/duff,81
ESV-34-C-02.post10-11,moss/lichen,0.75
ESV-34-C-02.post10-11,rock,16
ESV-34-C-02.post10-11,soil/gravel,1.75
ESV-34-C-03.01_Pre,1/10/100 hr fuel,11.5
ESV-34-C-03.01_Pre,litter/duff,97
ESV-34-C-03.01_Pre,moss/lichen,1
ESV-34-C-03.01_Pre,rock,2.75
ESV-34-C-03.post0-1,1/10/100 hr fuel,5.75
ESV-34-C-03.post0-1,litter/duff,94.5
ESV-34-C-03.post0-1,moss/lichen,0.25
ESV-34-C-03.post0-1,rock,2
ESV-34-C-03.post0-1,soil/gravel,0.25
ESV-34-C-03.post04-5,1/10/100 hr fuel,14
ESV-34-C-03.post04-5,1000 hour fuel,1
ESV-34-C-03.post04-5,litter/duff,85.25
ESV-34-C-03.post04-5,moss/lichen,0.25
ESV-34-C-03.post04-5,rock,3.25
ESV-34-C-03.post10-11,1/10/100 hr fuel,8.75
ESV-34-C-03.post10-11,1000 hour fuel,0.75
ESV-34-C-03.post10-11,litter/duff,92.5
ESV-34-C-03.post10-11,moss/lichen,0.25
ESV-34-C-03.post10-11,rock,2.5
ESV-34-C-03.post10-11,soil/gravel,0.75
ESV-34-T-524-03.01_Pre,1/10/100 hr fuel,5
ESV-34-T-524-03.01_Pre,1000 hour fuel,1.25
ESV-34-T-524-03.01_Pre,litter/duff,97.75
ESV-34-T-524-03.01_Pre,rock,4.25
ESV-34-T-524-03.01_Pre,soil/gravel,9
